file,osm_type,osm_id,lon,lat
way_59285895.png,way,59285895,13.6375959,50.6111034
way_59289645.png,way,59289645,13.5612076,50.5904368
way_59289646.png,way,59289646,13.56686695,50.5923917
way_59289651.png,way,59289651,13.5680514,50.59094135
way_59289652.png,way,59289652,13.57526925,50.5939953
way_59289653.png,way,59289653,13.5711729,50.59271265
way_59289655.png,way,59289655,13.5664717,50.59272045
way_59289656.png,way,59289656,13.5606301,50.5927349
way_59289658.png,way,59289658,13.57428455,50.59382875
way_59289659.png,way,59289659,13.5643094,50.58985905
way_59289660.png,way,59289660,13.56543405,50.5907613
way_59289661.png,way,59289661,13.57278075,50.59392775
way_59289663.png,way,59289663,13.57368405,50.5937105
way_59289664.png,way,59289664,13.5626173,50.5939057
way_59289665.png,way,59289665,13.57024075,50.59468005
way_59289667.png,way,59289667,13.5603198,50.5924902
way_59289668.png,way,59289668,13.5709473,50.5940546
way_59289669.png,way,59289669,13.5702034,50.59187585
way_59289671.png,way,59289671,13.57104735,50.59489925
way_59289672.png,way,59289672,13.5706765,50.5924074
way_59289676.png,way,59289676,13.56672635,50.59281175
way_59289678.png,way,59289678,13.5643896,50.59407985
way_59289680.png,way,59289680,13.56335725,50.59205075
way_59289681.png,way,59289681,13.5739845,50.5937686
way_59289684.png,way,59289684,13.5628479,50.5907755
way_59289685.png,way,59289685,13.5638840,50.59402755
way_59289686.png,way,59289686,13.5736587,50.5930591
way_59289688.png,way,59289688,13.5627769,50.59194705
way_59289689.png,way,59289689,13.56846925,50.59114025
way_59289691.png,way,59289691,13.56288675,50.58979645
way_59289693.png,way,59289693,13.5610001,50.5913590
way_59289694.png,way,59289694,13.5734166,50.59415235
way_59289695.png,way,59289695,13.5711450,50.5928765
way_59289698.png,way,59289698,13.5706168,50.59198515
way_59289699.png,way,59289699,13.5633406,50.5914268
way_59289701.png,way,59289701,13.56990925,50.5941530
way_59289703.png,way,59289703,13.5607206,50.59041035
way_59289704.png,way,59289704,13.5594788,50.59195925
way_59289707.png,way,59289707,13.56999045,50.59258055
way_59289708.png,way,59289708,13.56413685,50.59405365
way_59289709.png,way,59289709,13.5693560,50.5946675
way_59289710.png,way,59289710,13.56419165,50.59216555
way_59289712.png,way,59289712,13.56334365,50.59245445
way_59289713.png,way,59289713,13.5639431,50.58990665
way_59289715.png,way,59289715,13.57447275,50.5945881
way_59289718.png,way,59289718,13.5698285,50.59217515
way_59289719.png,way,59289719,13.5705163,50.5943435
way_59289724.png,way,59289724,13.5740979,50.5945137
way_59289728.png,way,59289728,13.56019565,50.5916187
way_59289730.png,way,59289730,13.56221945,50.59186615
way_59289733.png,way,59289733,13.5696962,50.59457075
way_59289736.png,way,59289736,13.5646386,50.5936467
way_59289737.png,way,59289737,13.5732443,50.59450135
way_59289739.png,way,59289739,13.5601572,50.59235125
way_59289745.png,way,59289745,13.56934825,50.5943815
way_59289746.png,way,59289746,13.56182935,50.5921660
way_59289750.png,way,59289750,13.57114005,50.59250775
way_59289753.png,way,59289753,13.56280985,50.5909365
way_59289758.png,way,59289758,13.57428585,50.5945509
way_59289763.png,way,59289763,13.5670142,50.59283645
way_59289767.png,way,59289767,13.5638753,50.5935750
way_59289769.png,way,59289769,13.56437925,50.59363005
way_59289770.png,way,59289770,13.5666112,50.59197245
way_59289772.png,way,59289772,13.5633555,50.59314725
way_59289777.png,way,59289777,13.5649287,50.59332415
way_59289782.png,way,59289782,13.57343835,50.5945393
way_59289783.png,way,59289783,13.5709947,50.5951780
way_59289784.png,way,59289784,13.5635987,50.5893280
way_59289790.png,way,59289790,13.5737930,50.5942275
way_59289797.png,way,59289797,13.5659392,50.59342715
way_59289801.png,way,59289801,13.5691921,50.5922780
way_59289802.png,way,59289802,13.56903485,50.5942841
way_59289805.png,way,59289805,13.5689133,50.59167845
way_59289807.png,way,59289807,13.55938275,50.59084065
way_59289818.png,way,59289818,13.56021425,50.5903641
way_59289820.png,way,59289820,13.5661918,50.5934530
way_59289822.png,way,59289822,13.56795865,50.59251155
way_59289823.png,way,59289823,13.56497195,50.5922894
way_59289829.png,way,59289829,13.5617683,50.59086425
way_59289835.png,way,59289835,13.56273265,50.59125975
way_59289840.png,way,59289840,13.56050895,50.5918753
way_59289847.png,way,59289847,13.5639559,50.59021135
way_59289851.png,way,59289851,13.56568695,50.59340135
way_59289853.png,way,59289853,13.57118835,50.59413635
way_59289858.png,way,59289858,13.57396775,50.59255435
way_59289862.png,way,59289862,13.5608490,50.59212625
way_59289864.png,way,59289864,13.5736057,50.5941899
way_59289865.png,way,59289865,13.56166785,50.59309795
way_59289868.png,way,59289868,13.5603526,50.5917472
way_59289876.png,way,59289876,13.5597782,50.5922610
way_59289878.png,way,59289878,13.5576985,50.59153645
way_59289882.png,way,59289882,13.56287015,50.5939323
way_59289884.png,way,59289884,13.5604504,50.59264125
way_59289891.png,way,59289891,13.5606656,50.59200375
way_59289894.png,way,59289894,13.56288605,50.59061495
way_59289901.png,way,59289901,13.56543425,50.59337555
way_59289904.png,way,59289904,13.5597490,50.59216415
way_59289908.png,way,59289908,13.57306825,50.59400725
way_59289910.png,way,59289910,13.56374125,50.59175355
way_59289912.png,way,59289912,13.5716789,50.5926472
way_59289914.png,way,59289914,13.57508055,50.59395645
way_59289915.png,way,59289915,13.56362785,50.59401195
way_59289916.png,way,59289916,13.5618833,50.59134665
way_59289917.png,way,59289917,13.5598765,50.5922945
way_59289919.png,way,59289919,13.5684380,50.59162825
